drugbank_id,reaction_id,sequence,left_element_drug_id,left_element_name,right_element_drug_id,right_element_name
DB01192,DB01192_rxn_4,1,DB01192,Oxymorphone,DBMET00321,oxymorphone
DB01192,DB01192_rxn_5,1,DB01192,Oxymorphone,DBMET00427,beta-oxymorphol
DB01192,DB01192_rxn_6,1,DB01192,Oxymorphone,DBMET00428,alpha-oxycodol
DB01192,DB01192_rxn_7,1,DB01192,Oxymorphone,DBMET00429,beta-oxycodol
DB01194,DB01194_rxn_0,1,DB01194,Brinzolamide,DBMET03671,N-desethylbrinzolamide
DB01195,DB01195_rxn_0,1,DB01195,Flecainide,DBMET00905,Meta-O-dealkylated flecainide
DB01195,DB01195_rxn_1,1,DB01195,Flecainide,DBMET00906,Meta-o-dealkylated lactam
DB01197,DB01197_rxn_0,1,DB01197,Captopril,DBMET00803,captopril-cysteine disulfide
DB01198,DB01198_rxn_0,1,DB01198,Zopiclone,DBMET00299,zopiclone-N-oxide
DB01198,DB01198_rxn_1,1,DB01198,Zopiclone,DBMET00300,N-desmethylzopiclone
DB01198,DB01198_rxn_2,1,DB01198,Zopiclone,DBMET00135,Zopiclone N-oxide
DB01198,DB01198_rxn_3,1,DB01198,Zopiclone,DBMET00137,Carbon dioxide
DB01202,DB01202_rxn_0,1,DB01202,Levetiracetam,DBMET02789,Levetiracetam carboxylic acid metabolite (L057)
DB01211,DB01211_rxn_0,1,DB01211,Clarithromycin,DBMET00356,14-hydroxyclarithromycin
DB01211,DB01211_rxn_1,1,DB01211,Clarithromycin,DBMET00357,N-desmethylclarithromycin
DB01213,DB01213_rxn_0,1,DB01213,Fomepizole,DBMET00728,4-carboxypyrazole
DB01213,DB01213_rxn_1,1,DB01213,Fomepizole,DBMET00736,4-hydroxymethylpyrazole
DB01215,DB01215_rxn_0,1,DB01215,Estazolam,DBMET00732,4-hydroxy-estazolam
DB01216,DB01216_rxn_0,1,DB01216,Finasteride,DBMET00369,omega-hydroxyfinasteride
DB01217,DB01217_rxn_0,1,DB01217,Anastrozole,DBMET02826,Hydroxyanastrozole
DB01217,DB01217_rxn_1,1,DB01217,Anastrozole,DBMET02828,Triazole
DB01217,DB01217_rxn_2,1,DB01217,Anastrozole,DBMET02829,"3,5-Bis-(2-methylpropiononitrile)-benzoic acid"
DB01217,DB01217_rxn_3,1,DB01217,Anastrozole,DBMET02825,Anastrozole glucuronide metabolite
DB01217,DB01217_rxn_4,2,DBMET02826,Hydroxyanastrozole,DBMET02827,Hydroxyanastrozole glucuronide metabolite
DB01218,DB01218_rxn_0,1,DB01218,Halofantrine,DBMET00371,N-debutylhalofantrine
DB01219,DB01219_rxn_0,1,DB01219,Dantrolene,DBMET00751,5-hydroxydantrolene
DB01221,DB01221_rxn_0,1,DB01221,Ketamine,DBMET00189,Norketamine
DB01221,DB01221_rxn_1,1,DB01221,Ketamine,DBMET00190,6-Hydroxyketamine
DB01221,DB01221_rxn_2,1,DB01221,Ketamine,DBMET00191,5-Hydroxyketamine
DB01221,DB01221_rxn_3,1,DB01221,Ketamine,DBMET00192,4-Hydroxyketamine
DB01221,DB01221_rxn_4,2,DBMET00189,Norketamine,DBMET01308,4-Hydroxynorketamine
DB01221,DB01221_rxn_5,2,DBMET00189,Norketamine,DBMET01309,5-Hydroxynorketamine
DB01221,DB01221_rxn_6,2,DBMET00189,Norketamine,DBMET01310,6-Hydroxynorketamine
DB01221,DB01221_rxn_7,2,DBMET00190,6-Hydroxyketamine,DBMET01310,6-Hydroxynorketamine
DB01221,DB01221_rxn_8,2,DBMET00191,5-Hydroxyketamine,DBMET01309,5-Hydroxynorketamine
DB01221,DB01221_rxn_9,2,DBMET00192,4-Hydroxyketamine,DBMET01308,4-Hydroxynorketamine
DB01222,DB01222_rxn_0,1,DB01222,Budesonide,DBMET02912,22-hydroxy Intermediate Metabolite of Budesonide
DB01222,DB01222_rxn_1,1,DB01222,Budesonide,DBMET02914,delta6-budesonide
DB01222,DB01222_rxn_2,1,DB01222,Budesonide,DBMET02915,23-hydroxybudesonide
DB01222,DB01222_rxn_3,1,DB01222,Budesonide,DBMET00476,6-beta-hydroxybudesonide
DB01222,DB01222_rxn_4,2,DBMET02912,22-hydroxy Intermediate Metabolite of Budesonide,DBMET02913,16alpha-butyrloxyprednisolone
DB01222,DB01222_rxn_5,3,DBMET02913,16alpha-butyrloxyprednisolone,DBMET00353,16-alpha-hydroxyprednisolone
DB01224,DB01224_rxn_0,1,DB01224,Quetiapine,DBMET02793,N-desalkylquetiapine
DB01224,DB01224_rxn_1,1,DB01224,Quetiapine,DBMET02794,7-Hydroxyquetiapine
DB01224,DB01224_rxn_2,1,DB01224,Quetiapine,DBMET02795,Quetiapine sulfoxide
DB01224,DB01224_rxn_3,1,DB01224,Quetiapine,DBMET02796,O-desalkylquetiapine
DB01227,DB01227_rxn_0,1,DB01227,Levacetylmethadol,DBMET00375,noracymethadol
DB01227,DB01227_rxn_1,1,DB01227,Levacetylmethadol,DBMET00962,Nor-levomethadyl acetate (nor-LAAM)
DB01227,DB01227_rxn_2,2,DBMET00962,Nor-levomethadyl acetate (nor-LAAM),DBMET00843,Dinor-levomethadyl acetate
DB01228,DB01228_rxn_0,1,DB01228,Encainide,DBMET01814,N-demethylencainide
DB01228,DB01228_rxn_1,1,DB01228,Encainide,DBMET01815,O-demethylencainide
DB01229,DB01229_rxn_0,1,DB01229,Paclitaxel,DBMET00774,"6α, 3'-p-dihydroxypaclitaxel"
DB01229,DB01229_rxn_1,1,DB01229,Paclitaxel,DBMET01759,6α-hydroxypaclitaxel
DB01229,DB01229_rxn_2,1,DB01229,Paclitaxel,DBMET01760,3′-p-hydroxypaclitaxel
DB01232,DB01232_rxn_0,1,DB01232,Saquinavir,DBMET00387,M2 di-hydroxylated metabolite
DB01232,DB01232_rxn_1,1,DB01232,Saquinavir,DBMET01548,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide"
DB01232,DB01232_rxn_2,1,DB01232,Saquinavir,DBMET01549,"(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide"
DB01232,DB01232_rxn_3,1,DB01232,Saquinavir,DBMET01550,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide"
DB01233,DB01233_rxn_0,1,DB01233,Metoclopramide,DBMET02779,Monodeethylmetoclopramide
DB01233,DB01233_rxn_1,1,DB01233,Metoclopramide,DBMET02780,"Conjugated metabolite, Metoclopramide"
DB01234,DB01234_rxn_0,1,DB01234,Dexamethasone,DBMET01644,6alpha-Hydroxydexamethasone
DB01234,DB01234_rxn_1,1,DB01234,Dexamethasone,DBMET01645,6beta-Hydroxydexamethasone
DB01234,DB01234_rxn_2,1,DB01234,Dexamethasone,DBMET02919,11-dehydrodexamethasone
DB01234,DB01234_rxn_3,2,DBMET02919,11-dehydrodexamethasone,DB01234,Dexamethasone
DB01235,DB01235_rxn_0,1,DB01235,Levodopa,DB00988,Dopamine
DB01235,DB01235_rxn_1,1,DB01235,Levodopa,DBMET02439,Levodopa Methylated Metabolite
DB01235,DB01235_rxn_2,2,DB00988,Dopamine,DBMET02448,Dopamine-3-O-sulfate
DB01235,DB01235_rxn_3,2,DB00988,Dopamine,DBMET02449,Dopamine-4-O-sulfate
DB01235,DB01235_rxn_4,2,DB00988,Dopamine,DBMET02451,Dopamine-3-O-glucuronide
DB01235,DB01235_rxn_5,2,DB00988,Dopamine,DBMET02450,Dopamine-4-O-glucuronide
DB01235,DB01235_rxn_6,2,DB00988,Dopamine,DBMET02440,3-Methoxytyramine
DB01235,DB01235_rxn_7,2,DB00988,Dopamine,DBMET02443,Norepinephrine
DB01235,DB01235_rxn_8,2,DB00988,Dopamine,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)"
DB01235,DB01235_rxn_9,3,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",DBMET02447,"3,4-dihydroxyphenylethanol (DOPET)"
DB01235,DB01235_rxn_10,3,DBMET02440,3-Methoxytyramine,DBMET02441,3-methoxy-4-hydroxyacetaldehyde
DB01235,DB01235_rxn_11,3,DBMET02443,Norepinephrine,DBMET02444,Epinephrine E
DB01235,DB01235_rxn_12,3,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",DBMET02446,"3,4-dihydroxyphenylacetic acid (DOPAC)"
DB01235,DB01235_rxn_13,4,DBMET02446,"3,4-dihydroxyphenylacetic acid (DOPAC)",DBMET02442,Homovanillic acid
DB01235,DB01235_rxn_14,4,DBMET02441,3-methoxy-4-hydroxyacetaldehyde,DBMET02442,Homovanillic acid
DB01236,DB01236_rxn_0,1,DB01236,Sevoflurane,DBMET00137,Carbon dioxide
DB01236,DB01236_rxn_1,1,DB01236,Sevoflurane,DBMET00504,Fluoride
DB01236,DB01236_rxn_2,1,DB01236,Sevoflurane,DBMET00862,Hexafluoroisopropanol
DB01238,DB01238_rxn_0,1,DB01238,Aripiprazole,DBMET02462,Aripiprazole unnamed metabolite 5
DB01238,DB01238_rxn_1,1,DB01238,Aripiprazole,DBMET02463,Aripiprazole unnamed metabolite 6
DB01238,DB01238_rxn_2,1,DB01238,Aripiprazole,DBMET02464,Aripiprazole unnamed metabolite 7
DB01238,DB01238_rxn_3,1,DB01238,Aripiprazole,DBMET01611,dehydro-aripiprazole
DB01238,DB01238_rxn_4,1,DB01238,Aripiprazole,DBMET01612,4-Hydroxyaripiprazole
DB01238,DB01238_rxn_5,1,DB01238,Aripiprazole,DBMET01613,"2,3-dichlorophenylpiperazine"
DB01238,DB01238_rxn_6,1,DB01238,Aripiprazole,DBMET01614,"4-[(2-oxo-3,4- dihydro-1H-quinolin-7-yl)oxy]butanal"
DB01238,DB01238_rxn_7,2,DBMET01611,dehydro-aripiprazole,DBMET02455,Dehydro-aripiprazole unnamed glutathione conjugate metabolite 1
DB01238,DB01238_rxn_8,2,DBMET01611,dehydro-aripiprazole,DBMET02456,Dehydro-aripiprazole unnamed epoxide metabolite
DB01238,DB01238_rxn_9,2,DBMET01612,4-Hydroxyaripiprazole,DBMET02458,Aripiprazole unnamed metabolite 1
DB01238,DB01238_rxn_10,2,DBMET02464,Aripiprazole unnamed metabolite 7,DBMET02465,Aripiprazole unnamed metabolite 8
DB01238,DB01238_rxn_11,3,DBMET02456,Dehydro-aripiprazole unnamed epoxide metabolite,DBMET02457,Dehydro-aripiprazole unnamed glutathione conjugate metabolite 2
DB01238,DB01238_rxn_12,3,DBMET02458,Aripiprazole unnamed metabolite 1,DBMET02459,Aripiprazole unnamed metabolite 2
DB01238,DB01238_rxn_13,3,DBMET02458,Aripiprazole unnamed metabolite 1,DBMET02460,Aripiprazole unnamed metabolite 3
DB01238,DB01238_rxn_14,3,DBMET02465,Aripiprazole unnamed metabolite 8,DBMET02466,Aripiprazole unnamed metabolite 9
DB01238,DB01238_rxn_15,4,DBMET02460,Aripiprazole unnamed metabolite 3,DBMET02461,Aripiprazole unnamed metabolite 4
DB01240,DB01240_rxn_0,1,DB01240,Epoprostenol,DBMET00543,"6,15-Diketo-13,14-dihydro-PGF1-alpha"
DB01240,DB01240_rxn_1,1,DB01240,Epoprostenol,DBMET00557,6-Keto-PGF1-alpha
DB01241,DB01241_rxn_0,1,DB01241,Gemfibrozil,DBMET01165,Gemfibrozil 1-beta-glucuronide
DB01241,DB01241_rxn_1,1,DB01241,Gemfibrozil,DBMET02785,Gemfibrozil M1 Metabolite
DB01241,DB01241_rxn_2,1,DB01241,Gemfibrozil,DBMET02786,Gemfibrozil M2 Metabolite
DB01242,DB01242_rxn_0,1,DB01242,Clomipramine,DBMET00777,8-hydroxyclomipramine
DB01242,DB01242_rxn_1,1,DB01242,Clomipramine,DBMET00817,clomipramine N-oxide
DB01242,DB01242_rxn_2,1,DB01242,Clomipramine,DBMET01635,8-OH-clomipramine
DB01242,DB01242_rxn_3,1,DB01242,Clomipramine,DBMET01636,10-OH-clomipramine
DB01242,DB01242_rxn_4,1,DB01242,Clomipramine,DBMET00682,2-hydroxyclomipramine
DB01242,DB01242_rxn_5,1,DB01242,Clomipramine,DBMET00244,Desmethylclomipramine
DB01242,DB01242_rxn_6,2,DBMET00244,Desmethylclomipramine,DBMET00835,didesmethylclomipramine
DB01242,DB01242_rxn_7,2,DBMET00682,2-hydroxyclomipramine,DBMET01069,2-hydroxydesmethyl clomipramine
DB01242,DB01242_rxn_8,2,DBMET00682,2-hydroxyclomipramine,DBMET01071,2-hydroxyclomipramine glucuronide
DB01242,DB01242_rxn_9,2,DBMET00777,8-hydroxyclomipramine,DBMET01072,8-hydroxyclomipramine glucuronide
DB01242,DB01242_rxn_10,2,DBMET00777,8-hydroxyclomipramine,DBMET01073,8-hydroxydesmethyl clomipramine
DB01242,DB01242_rxn_11,3,DBMET01069,2-hydroxydesmethyl clomipramine,DBMET01074,2-hydroxydesmethyl clomipramine glucuronide
DB01242,DB01242_rxn_12,3,DBMET01073,8-hydroxydesmethyl clomipramine,DBMET01075,8-hyroxydesmethyl clomipramine glucuronide
DB01247,DB01247_rxn_0,1,DB01247,Isocarboxazid,DBMET00507,Hippuric acid
DB01248,DB01248_rxn_0,1,DB01248,Docetaxel,DBMET01649,Hydroxy-Docetaxel
DB01250,DB01250_rxn_0,1,DB01250,Olsalazine,DB00244,Mesalazine
DB01250,DB01250_rxn_1,1,DB01250,Olsalazine,DBMET00971,Olsalazine-O-sulfate
DB01250,DB01250_rxn_2,2,DB00244,Mesalazine,DBMET03621,N-acetyl-5-aminosalicylic acid
DB01254,DB01254_rxn_0,1,DB01254,Dasatinib,DBMET03622,Dasatinib M4 metabolite
DB01254,DB01254_rxn_1,1,DB01254,Dasatinib,DBMET03623,Dasatinib M5 metabolite
DB01254,DB01254_rxn_2,1,DB01254,Dasatinib,DBMET03626,Dasatinib M24 metabolite
DB01254,DB01254_rxn_3,1,DB01254,Dasatinib,DBMET03625,Dasatinib M20 metabolite
DB01254,DB01254_rxn_4,1,DB01254,Dasatinib,DBMET03624,Dasatinib M6 metabolite
DB01255,DB01255_rxn_0,1,DB01255,Lisdexamfetamine,DB01576,Dextroamphetamine
DB01255,DB01255_rxn_1,1,DB01255,Lisdexamfetamine,DB00123,Lysine
DB01255,DB01255_rxn_2,2,DB01576,Dextroamphetamine,DBMET00540,Norephedrine
DB01255,DB01255_rxn_3,2,DB01576,Dextroamphetamine,DBMET03721,4-Hydroxy-d-amphetamine
DB01255,DB01255_rxn_4,2,DB01576,Dextroamphetamine,DBMET02222,Phenylacetone
DB01255,DB01255_rxn_5,3,DBMET03721,4-Hydroxy-d-amphetamine,DBMET03722,4-Hydroxy-norephedrine
DB01255,DB01255_rxn_6,3,DBMET02222,Phenylacetone,DBMET01437,Benzoic acid
DB01255,DB01255_rxn_7,4,DBMET01437,Benzoic acid,DBMET00507,Hippuric acid
DB01261,DB01261_rxn_0,1,DB01261,Sitagliptin,DBMET02430,Sitagliptin M1 Metabolite
DB01261,DB01261_rxn_1,1,DB01261,Sitagliptin,DBMET02431,Sitagliptin M2 and M5 Metabolites
DB01261,DB01261_rxn_2,1,DB01261,Sitagliptin,DBMET02432,Sitagliptin Unnamed Metabolite
DB01261,DB01261_rxn_3,2,DBMET02432,Sitagliptin Unnamed Metabolite,DBMET02433,Sitagliptin M4 Metabolite
DB01262,DB01262_rxn_0,1,DB01262,Decitabine,DBMET03187,5-aza-2'-deoxycytidine-monophosphate
DB01262,DB01262_rxn_1,1,DB01262,Decitabine,DBMET03190,5-aza-2'-deoxyuridine
DB01262,DB01262_rxn_2,2,DBMET03187,5-aza-2'-deoxycytidine-monophosphate,DBMET03188,5-aza-2'-deoxycytidine-diphosphate
DB01262,DB01262_rxn_3,2,DBMET03187,5-aza-2'-deoxycytidine-monophosphate,DBMET03191,5-aza-2'-deoxyuridine-monophosphate
DB01262,DB01262_rxn_4,3,DBMET03188,5-aza-2'-deoxycytidine-diphosphate,DBMET03189,5-aza-2'-deoxycytidine-triphosphate
DB01275,DB01275_rxn_0,1,DB01275,Hydralazine,DBMET00863,Hydralazine acetone hydrazone
DB01275,DB01275_rxn_1,1,DB01275,Hydralazine,DBMET00864,Hydralazine pyruvate hydrazone
DB01275,DB01275_rxn_2,1,DB01275,Hydralazine,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product
DB01275,DB01275_rxn_3,1,DB01275,Hydralazine,DBMET02815,Phthalazinone
DB01275,DB01275_rxn_4,1,DB01275,Hydralazine,DBMET02816,Phthalazine
DB01275,DB01275_rxn_5,1,DB01275,Hydralazine,DBMET02817,α-ketoglutarate hydrazone
DB01275,DB01275_rxn_6,1,DB01275,Hydralazine,DBMET02818,Hydrazinophthalazinone
DB01275,DB01275_rxn_7,1,DB01275,Hydralazine,DBMET02820,Unnamed hydralazine metabolite
DB01275,DB01275_rxn_8,2,DBMET00864,Hydralazine pyruvate hydrazone,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product
DB01275,DB01275_rxn_9,2,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product,DBMET00864,Hydralazine pyruvate hydrazone
DB01275,DB01275_rxn_10,2,DBMET02816,Phthalazine,DBMET02815,Phthalazinone
DB01275,DB01275_rxn_11,2,DBMET02817,α-ketoglutarate hydrazone,DBMET02815,Phthalazinone
DB01275,DB01275_rxn_12,2,DBMET02818,Hydrazinophthalazinone,DBMET02819,Acetylhydrazinophthalazinone
DB01275,DB01275_rxn_13,2,DBMET02820,Unnamed hydralazine metabolite,DBMET02821,3-methyl-s-triazolophthalazine
DB01275,DB01275_rxn_14,3,DBMET02821,3-methyl-s-triazolophthalazine,DBMET02822,9-hydroxy-methyltriazolophthalazine
DB01275,DB01275_rxn_15,3,DBMET02821,3-methyl-s-triazolophthalazine,DBMET02823,3-hydroxy-methyltriazolophthalazine
DB01275,DB01275_rxn_16,4,DBMET02823,3-hydroxy-methyltriazolophthalazine,DBMET02824,Triazolophthalazine
DB01280,DB01280_rxn_0,1,DB01280,Nelarabine,DBMET00412,9-β-D-arabinofuranosylguanine
DB01280,DB01280_rxn_1,1,DB01280,Nelarabine,DBMET03666,6-O-methylguanine
DB01280,DB01280_rxn_2,2,DBMET00412,9-β-D-arabinofuranosylguanine,DBMET03664,ara-GMP
DB01280,DB01280_rxn_3,2,DBMET03666,6-O-methylguanine,DB02377,Guanine
DB01280,DB01280_rxn_4,2,DBMET00412,9-β-D-arabinofuranosylguanine,DB02377,Guanine
DB01280,DB01280_rxn_5,3,DBMET03664,ara-GMP,DBMET03665,ara-GTP
DB01280,DB01280_rxn_6,3,DB02377,Guanine,DBMET00499,Xanthine
DB01280,DB01280_rxn_7,3,DB02377,Guanine,DBMET00499,Xanthine
DB01280,DB01280_rxn_8,4,DBMET00499,Xanthine,DBMET00498,Uric acid
DB01280,DB01280_rxn_9,4,DBMET00499,Xanthine,DBMET00498,Uric acid
DB01280,DB01280_rxn_10,5,DBMET00498,Uric acid,DB11100,Allantoin
DB01280,DB01280_rxn_11,5,DBMET00498,Uric acid,DB11100,Allantoin
DB01283,DB01283_rxn_0,1,DB01283,Lumiracoxib,DBMET01274,Lumiracoxib metabolite M21
DB01283,DB01283_rxn_1,1,DB01283,Lumiracoxib,DBMET01279,Lumiracoxib glucuronide (M24)
DB01283,DB01283_rxn_2,1,DB01283,Lumiracoxib,DBMET01280,4'-hydroxylumiracoxib (M23)
DB01283,DB01283_rxn_3,2,DBMET01274,Lumiracoxib metabolite M21,DBMET01275,5-Carboxylumiracoxib (M11)
DB01283,DB01283_rxn_4,2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01281,4'-Carboxylumiracoxib glucuronide (M22)
DB01283,DB01283_rxn_5,2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01282,Lumiracoxib metabolite M25
DB01283,DB01283_rxn_6,2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01284,Lumiracoxib metabolite M9
DB01283,DB01283_rxn_7,2,DBMET01274,Lumiracoxib metabolite M21,DBMET01284,Lumiracoxib metabolite M9
DB01283,DB01283_rxn_8,3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01276,Lumiracoxib metabolite M15
DB01283,DB01283_rxn_9,3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01278,5-Carboxylumiracoxib glucuronide (M3)
DB01283,DB01283_rxn_10,3,DBMET01282,Lumiracoxib metabolite M25,DBMET01283,Lumiracoxib metabolite M25 glucuronide (M20)
DB01283,DB01283_rxn_11,3,DBMET01284,Lumiracoxib metabolite M9,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5)
DB01283,DB01283_rxn_12,3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5)
DB01283,DB01283_rxn_13,4,DBMET01276,Lumiracoxib metabolite M15,DBMET01277,Lumiracoxib metabolite M16/17
DB01283,DB01283_rxn_14,4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01286,Lumiracoxib metabolite M2
DB01283,DB01283_rxn_15,4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01287,Lumiracoxib metabolite M8
DB01283,DB01283_rxn_16,4,DBMET01276,Lumiracoxib metabolite M15,DBMET01287,Lumiracoxib metabolite M8
DB01283,DB01283_rxn_17,5,DBMET01287,Lumiracoxib metabolite M8,DBMET01288,Lumiracoxib metabolite M4/M6
DB01283,DB01283_rxn_18,5,DBMET01287,Lumiracoxib metabolite M8,DBMET01289,Lumiracoxib metabolite M10
DB01283,DB01283_rxn_19,5,DBMET01287,Lumiracoxib metabolite M8,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12)
DB01283,DB01283_rxn_20,6,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12),DBMET01291,Lumiracoxib metabolite M12 glucuronide (M13)
DB01294,DB01294_rxn_0,1,DB01294,Bismuth subsalicylate,DB14572,Bismuth cation
DB01294,DB01294_rxn_1,1,DB01294,Bismuth subsalicylate,DBMET01455,Salicylic acid
DB01320,DB01320_rxn_0,1,DB01320,Fosphenytoin,DBMET03216,3-hydroxymethylphenytoin
DB01320,DB01320_rxn_1,2,DBMET03216,3-hydroxymethylphenytoin,DBMET01170,Phenytoin
DB01340,DB01340_rxn_0,1,DB01340,Cilazapril,DBMET01138,Cilazaprilat
DB01348,DB01348_rxn_0,1,DB01348,Spirapril,DBMET01142,Spiraprilat
DB01355,DB01355_rxn_0,1,DB01355,Hexobarbital,DBMET01567,3'-OH-(S)-hexobarbital
DB01355,DB01355_rxn_1,1,DB01355,Hexobarbital,DBMET00109,3'-Hydroxyhexobarbital
DB01355,DB01355_rxn_2,1,DB01355,Hexobarbital,DBMET00110,Epoxy-hexobarbital
DB01355,DB01355_rxn_3,2,DBMET00109,3'-Hydroxyhexobarbital,DBMET01214,3'-Oxohexobarbital
DB01355,DB01355_rxn_4,2,DBMET00110,Epoxy-hexobarbital,DBMET01216,Hexobarbital dihydrodiol derivative
DB01355,DB01355_rxn_5,3,DBMET01214,3'-Oxohexobarbital,DBMET01215,Hexobarbital glutathione conjugate derivative
DB01357,DB01357_rxn_0,1,DB01357,Mestranol,DB00977,Ethinylestradiol
DB01357,DB01357_rxn_1,1,DB01357,Mestranol,DBMET00457,17beta-Ethinylestradiol
DB01364,DB01364_rxn_0,1,DB01364,Ephedrine,DBMET00540,Norephedrine
DB01364,DB01364_rxn_1,1,DB01364,Ephedrine,DBMET03115,"1,2-dihydroxypropylbenzene"
DB01381,DB01381_rxn_0,1,DB01381,Ginkgo biloba,DB03946,"3,4-Dihydroxybenzoic Acid"
DB01381,DB01381_rxn_1,1,DB01381,Ginkgo biloba,DBMET03318,3-Methoxy-4-hydroxyhippuric acid
DB01381,DB01381_rxn_2,1,DB01381,Ginkgo biloba,DBMET03317,4-Hydroxyhippuric acid
DB01381,DB01381_rxn_3,1,DB01381,Ginkgo biloba,DB04242,4-hydroxybenzoic acid
DB01381,DB01381_rxn_4,1,DB01381,Ginkgo biloba,DBMET00507,Hippuric acid
DB01381,DB01381_rxn_5,1,DB01381,Ginkgo biloba,DB02130,Vanillic acid
DB01394,DB01394_rxn_0,1,DB01394,Colchicine,DBMET02756,2-Demethylcolchicine
DB01394,DB01394_rxn_1,1,DB01394,Colchicine,DBMET02757,3-Desmethylchochicine
DB01394,DB01394_rxn_2,1,DB01394,Colchicine,DB15534,Colchiceine
DB01395,DB01395_rxn_0,1,DB01395,Drospirenone,DBMET00741,"4,5-dihydro-drospirenone-3-sulfate"
DB01406,DB01406_rxn_0,1,DB01406,Danazol,DBMET00851,Ethisterone
DB01406,DB01406_rxn_1,1,DB01406,Danazol,DBMET00674,17-hydroxymethylethisterone
DB01408,DB01408_rxn_0,1,DB01408,Bambuterol,DB00871,Terbutaline
DB01409,DB01409_rxn_0,1,DB01409,Tiotropium,DBMET02592,Dithienylglycolic Acid
DB01409,DB01409_rxn_1,1,DB01409,Tiotropium,DBMET02593,N-methylscopine
DB01413,DB01413_rxn_0,1,DB01413,Cefepime,DBMET03516,N-Methylpyrrolidine
DB01413,DB01413_rxn_1,2,DBMET03516,N-Methylpyrrolidine,DBMET00960,N-methylpyrrolidine N-oxide
DB01418,DB01418_rxn_0,1,DB01418,Acenocoumarol,DBMET00036,6-Hydroxy-R-acenocoumarol
DB01418,DB01418_rxn_1,1,DB01418,Acenocoumarol,DBMET00037,7-Hydroxy-R-acenocoumarol
DB01418,DB01418_rxn_2,1,DB01418,Acenocoumarol,DBMET00038,8-Hydroxy-R-acenocoumarol
DB01420,DB01420_rxn_0,1,DB01420,Testosterone propionate,DB00624,Testosterone
DB01420,DB01420_rxn_1,2,DB00624,Testosterone,DBMET00558,Dihydrotestosterone
DB01420,DB01420_rxn_2,3,DBMET00558,Dihydrotestosterone,DBMET00593,3-alpha-Androstanediol glucuronide
DB01424,DB01424_rxn_0,1,DB01424,Aminophenazone,DBMET01583,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one"
DB01424,DB01424_rxn_1,1,DB01424,Aminophenazone,DBMET00001,N-Desmethylaminopyrine
DB01429,DB01429_rxn_0,1,DB01429,Aprindine,DBMET01809,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol"
DB01429,DB01429_rxn_1,1,DB01429,Aprindine,DBMET01810,p-Hydroxyphenylaprindine
DB01429,DB01429_rxn_2,1,DB01429,Aprindine,DBMET01811,Desethylaprindine
DB01435,DB01435_rxn_0,1,DB01435,Antipyrine,DB12243,Edaravone
DB01435,DB01435_rxn_1,1,DB01435,Antipyrine,DBMET00003,3-Hydroxymethylantipyrine
DB01435,DB01435_rxn_2,1,DB01435,Antipyrine,DBMET00004,4-Hydroxyantipyrine
DB01435,DB01435_rxn_3,1,DB01435,Antipyrine,DBMET01588,3-OH-methylantipyrine
DB01438,DB01438_rxn_0,1,DB01438,Phenazopyridine,DBMET02713,2-OH-PAP
DB01438,DB01438_rxn_1,1,DB01438,Phenazopyridine,DBMET02712,"5,4'-di-OH-PAP"
DB01438,DB01438_rxn_2,1,DB01438,Phenazopyridine,DBMET02707,5-OH PAP
DB01438,DB01438_rxn_3,1,DB01438,Phenazopyridine,DBMET02708,"2,3,6 Triaminopyridine"
