drugbank_id,name,cas_number,unii
DB13982,Lutetium chloride Lu-177,16434-14-3,1U477369SN
DB13987,Strontium chloride hexahydrate,10025-70-4,O09USB7Z44
DB13988,SB-269970 hydrochloride,,DKP3XMW7KV
DB14007,Pentetate calcium trisodium,12111-24-9,G79YN26H5B
DB14007,Pentetate zinc trisodium,11082-38-5,NXU65IC8PG
DB14018,Pamabrom,606-04-2,UA8U0KJM72
DB14025,Clinafloxacin hydrochloride,105956-99-8,G17M59V0FY
DB14034,Darglitazone sodium,141683-98-9,A1P35HS4XI
DB14035,Englitazone sodium,109229-57-4,VA5755GIJ8
DB14044,Calcium hopantenate,76567-35-6,RQA63PEI5Q
DB14056,Nigericin sodium,28643-80-3,DGN38HI976
DB14061,Hycanthone mesylate,23255-93-8,48830NW22A
DB14065,Lomerizine dihydrochloride,101477-54-7,3W473D5LIY
DB14067,Dofequidar fumarate,158681-49-3,3DM793MFSE
DB14068,Dexniguldipine hydrochloride,113145-70-3,0642TZ1JZN
DB14086,Cianidanol hydrate,88191-48-4,
DB14087,Morrhuate sodium,8031-09-2,652U49DZTP
DB14089,Sodium dimercaptosuccinic acid,,
DB14096,"1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium",,9ABD9DRK7B
DB14104,Potassium linolate,3414-89-9,3S022W5099
DB14104,Sodium linolate,822-17-3,872C9A1W9I
DB14126,Tenofovir hydrate,206184-49-8,99YXE507IL
DB14141,p-Phenylenediamine dihydrochloride,624-18-0,GL418131I1
DB14143,Distearyldimonium chloride,107-64-2,OM9573ZX3X
DB14144,p-Aminophenol hydrochloride,51-78-5,IWL2N22RFY
DB14150,Potassium chlorate,3811-04-9,H35KS68EE7
DB14150,Sodium chlorate,7775-09-9,T95DR77GMR
DB14159,Oxidronate disodium,14255-61-9,H852YK87WP
DB14176,Benzylparaben sodium,5693-29-8,82W7I990AN
DB14177,Propylparaben calcium,83542-69-2,5120ZH21JA
DB14177,Propylparaben sodium,35285-69-9,625NNB0G9N
DB14180,Nickel sulfate hexahydrate,10101-97-0,JC9WZ4FK68
DB14182,Potassium dichromate,7778-50-9,T4423S18FM
DB14191,Diphenylguanidine monohydrobromide,93982-96-8,
DB14206,Cobalt chloride hexahydrate,7791-13-1,17AVG63ZBC
DB14210,Moexiprilat hydrochloride,82586-57-0,54BP281YEW
DB14212,Methylparaben sodium,5026-62-0,CR6K9C2NHK
DB14217,Quinaprilat hydrate,1435786-09-6,3P66XFG826
DB14228,Sodium threonate,,JDZ4B758OI
DB14483,Calcium ascorbate dihydrate,5743-28-2,183E4W213W
DB14487,Zinc acetate dihydrate,5970-45-6,FM5526K07A
DB14488,Ferrous gluconate dihydrate,6047-12-7,U1B11I423Z
DB14495,Manganese citrate decahydrate,96030-94-3,4Z2OA6A13N
DB14496,Sodium molybdate dihydrate,10102-40-6,8F2SXI1704
DB14502,"Sodium phosphate, dibasic dihydrate",10028-24-7,94255I6E2T
DB14502,"Sodium phosphate, dibasic dodecahydrate",10039-32-4,E1W4N241FO
DB14502,"Sodium phosphate, dibasic, heptahydrate",7782-85-6,70WT22SF4B
DB14502,"Sodium phosphate, dibasic, monohydrate",118830-14-1,BWZ7K44R51
DB14505,Sodium borate decahydrate,1303-96-4,91MBZ8H3QO
DB14506,Lithium hydroxide monohydrate,1310-66-3,G51XLP968G
DB14507,Lithium citrate tetrahydrate,6080-58-6,5Z6E9K79YV
DB14512,Mometasone furoate monohydrate,141646-00-6,MTW0WEG809
DB14542,Hydrocortisone sodium phosphate,6000-74-4,0388G963HY
DB14545,Hydrocortisone sodium succinate,125-04-2,50LQB69S1Z
DB14545,Hydrocortisone succinate monohydrate,83784-20-7,LIU00Z1Z84
DB14572,Bismuth subcitrate,57644-54-9,HS813P8QPX
DB14582,Patisiran sodium,1386913-72-9,WO0YM16LKG
DB14598,Edetate calcium disodium,6766-87-6,25IH6R4SGF
DB14600,Edetate disodium,6381-92-6,7FLD91C86K
DB14631,Prednisolone sodium phosphate,125-02-0,IV021NXA9J
DB14633,Prednisolone sodium succinate,1715-33-9,8223RR9DWF
DB14644,Methylprednisolone sodium succinate,2375-03-3,LEC9GKY20K
DB14650,Menadiol sodium diphosphate,6700-42-1,2OVL75B30W
DB14676,Fagrocorat hydrochloride,1044535-61-6,VL45KV749O
DB14683,Prezatide copper acetate,130120-57-9,A3LEI4P1NB
DB14702,Sodium metavanadate tetrahydrate,10135-94-1,2DO8B1WW6L
DB14703,Dexamethasone sodium metasulfobenzoate,3936-02-5,4T1RAI19H8
DB14708,Chloramine-T,127-65-1,328AS34YM6
DB14708,Chloramine-T trihydrate,7080-50-4,4IU6VSV0EI
DB14713,Inotersen sodium,1432726-13-0,950736UC77
DB14714,Tenivastatin sodium,101314-97-0,2L6JSY5YGL
DB14720,Brovanexine hydrochloride,54340-60-2,51I4IS0SMG
DB14722,ADU-S100 sodium,1638750-95-4,FMW9ZVF53N
DB14723,Larotrectinib sulfate,1223405-08-0,RDF76R62ID
DB14725,Cefamandole nafate sodium,42540-40-9,8HDO7941DO
DB14733,Ceftobiprole medocaril sodium,252188-71-9,N99027V28J
DB14739,Sodium p-phenolsulfonate dihydrate,10580-19-5,5NH81N759Q
DB00781,Polymyxin B sulfate,1405-20-5,19371312D4
DB14750,Cidoxepin hydrochloride,25127-31-5,XI27WMG8QK
DB14753,Hydroxystilbamidine isethionate,533-22-2,0163PVD2QZ
DB14754,Solriamfetol hydrochloride,178429-65-7,K7RO88SP7A
DB14763,Cycloguanil embonate,609-78-9,TCO0SY4N3D
DB14765,Rivoceranib mesylate,1218779-75-9,TK02X14ASJ
DB14766,Etrasimod arginine,1206123-97-8,MXE5EMA09L
DB14829,Uproleselan sodium,1914993-95-5,17ZJN0Q4CJ
DB14844,Dordaviprone dihydrochloride,1638178-82-1,53VG71J90J
DB14845,Filgotinib maleate,1802998-75-9,JG8OB4UL9Y
DB14857,Avadomide hydrochloride,1398053-45-6,6CX4AEX3KR
DB14879,Cefiderocol sulfate tosylate,2135543-94-9,TTP8LBP45D
DB14889,Derazantinib dihydrochloride,1821329-75-2,U6B7J0L31Q
DB14901,Inclisiran sodium,1639324-62-1,UPC6BTX7PY
DB14904,Pimasertib hydrochloride,1236361-78-6,6GS1ULF5HV
DB14909,Imetelstat sodium,1007380-31-5,2AW48LAZ4I
DB14924,Ritlecitinib tosylate,2192215-81-7,EAG4T1459K
DB14933,Nicotinamide riboside chloride,23111-00-4,8XM2XT8VWI
DB14939,Motixafortide acetate,2639893-42-6,3ZPX60DV8A
DB14948,BMS-986020 sodium,,
DB14966,Venglustat malate,1629063-78-0,94855LQZ8D
DB14989,Umbralisib tosylate,1532533-72-4,FU8XW5V3FS
DB14990,Bazlitoran sodium,1613607-40-1,1NLR4WAG4U
DB15018,Agatolimod sodium,541547-35-7,I4Z5C8FM6H
DB15031,Daridorexant hydrochloride,1792993-84-0,9X9581N56R
DB15066,Givosiran sodium,,5XE21E41RT
DB15067,Volanesorsen sodium,1573402-50-2,6JON30SLDT
DB15079,Troriluzole hydrochloride,1926204-76-3,BQ5F77DZS3
DB15091,Upadacitinib hemihydrate,,NEW4DV02U5
DB15091,Upadacitinib tartrate,1607431-21-9,7KCW9IQM02
DB15097,Gefapixant citrate,2310299-91-1,DFK0FC2VVV
DB15110,Onvansertib fumarate,1263293-37-3,HMP6CI6R6V
DB15133,Tepotinib hydrochloride,1946826-82-9,VY5YX2TQ1F
DB15147,Tinostamustine hydrochloride,1793059-58-1,QK4ZBS4FPO
DB15165,Avacincaptad pegol sodium,1491144-00-3,K86ENL12I5
DB15168,Cilofexor tromethamine,2253764-93-9,Z7AR0KNS4A
DB15177,Bamocaftor potassium,,
DB15189,Birabresib dihydrate,204587-26-8,4Q356KA5V2
DB15191,MAX-40279 hemifumarate,,JU19P2M2KM
DB15198,Dextromethadone hydrochloride,15284-15-8,1Q1YXA5GYG
DB15219,Tomivosertib hydrochloride,1849590-02-8,BW3S40K2UM
DB15226,Dasiglucagon hydrochloride,,YQX12245A9
DB15227,Tirabrutinib hydrochloride,1439901-97-9,U374135N48
DB15248,Bulevirtide acetate,,
DB15279,CB-103 hydrochloride,,37VB9K7MPR
DB15327,Abivertinib maleate,1822357-78-7,Y50131AMFJ
DB15343,Tuspetinib monohydrate,2758339-04-5,1YT25M37WR
DB15357,Xanomeline tartrate,152854-19-8,B80W7AUT8R
DB15413,Pafolacianine sodium,1628858-03-6,4HUF3V875C
DB15442,Trilaciclib dihydrochloride,1977495-97-8,4BX07W725T
DB15446,Vidofludimus Calcium,1354012-90-0,FW5VY7926X
DB15447,Setogepram sodium,1254472-97-3,R05571KE07
DB15465,Benzhydrocodone hydrochloride,1379679-42-1,I894QAU7FJ
DB15466,Tallimustine hydrochloride,118438-45-2,JWV8AC9E4V
DB15492,Eticlopride hydrochloride,97612-24-3,HJ2CAH4TZ1
DB15536,Ferric chloride hexahydrate,10025-77-1,0I2XIN602U
DB15575,Padeliporfin potassium,698393-30-5,JQ72VD4XUL
DB15596,Aminopromazine hydrochloride,18704-89-7,LFQ7A5UU22
DB15597,Aminopentamide hydrochloride,2019-75-2,H1HPQ055F3
DB15597,Aminopentamide sulfate,20701-77-3,20P9NI883O
DB15636,Zilucoplan Sodium,,
DB15642,Molidustat sodium,1375799-59-9,CI0NE7C96T
DB15646,Fasitibant chloride,1157852-02-2,7J764K70IG
DB15646,Fasitibant chloride hydrochloride,869880-33-1,41ELA1U90I
DB15652,Ravidasvir hydrochloride,1303533-81-4,HWN7376681
DB15673,Lenacapavir sodium,2283356-12-5,BDT58WJ9WE
DB15688,Zavegepant hydrochloride,1414976-20-7,000QCM6HAL
DB15720,Zinc orotate dihydrate,270083-97-1,2R18GO895S
DB15760,Cobaltous sulfate heptahydrate,10026-24-1,Y8N698ZE0T
DB15783,Pargeverine hydrochloride,2765-97-1,XT63P694CJ
DB15785,Myrtecaine citrate,68342-79-0,
DB15785,Myrtecaine hydrochloride,68342-78-9,
DB15790,Mecloxamine citrate,56050-03-4,26G46G752S
DB15791,MK-0668 mesylate,865111-04-2,26L31S18ZX
DB15795,Adiphenine hydrochloride,50-42-0,42B4PDY0AV
DB15796,GC-376,1416992-39-6,H1NMJ5XDG5
DB15831,Calcium alpha-Keto-beta-methylvaleric acid,305808-15-5,V3JCR2C58B
DB15832,Desmeninol calcium,4857-44-7,1VK0YS654L
DB15833,alpha-Keto-isoleucine calcium,51828-96-7,85RJ2N890T
DB15880,Dermatan sulfate sodium,,
DB15881,Clonazoline hydrochloride,23593-08-0,7WVH15JYKM
DB15882,Sulfamethylthiazole sodium,58944-02-8,8N35S1D1BL
DB15887,Fluorocholine chloride F-18,371173-14-7,7DKH3NEJ7F
DB15888,Pipethanate ethobromide,23182-46-9,ZA38L5WD1K
DB15888,Pipethanate hydrochloride,4544-15-4,07OS4SZ89Z
DB15902,Fepradinol hydrochloride,67704-50-1,47X845AK0J
DB15907,Escin sodium,,90CB1R69IL
DB15911,Amfenac sodium anhydrous,61941-56-8,C20288EWAG
DB15919,Diquafosol tetrasodium,211427-08-6,X8T9SBH9LL
DB15932,Clemizole hydrochloride,1163-36-6,85W6I13D8M
DB15935,Lumasiran sodium,1834612-06-4,67P6XH37HD
DB15942,Haletazole tartrate,10390-80-4,K9P885JEKK
DB15944,Menadione sodium bisulfite anhydrous,130-37-0,97K34V88SA
DB15944,Menadione sodium bisulfite trihydrate,6147-37-1,6XF3C2HK77
DB15945,Pirenoxine sodium,51410-30-1,95JU7URF64
DB15946,Piroctone olamine,68890-66-4,A4V5C6R9FB
DB15947,Pitofenone hydrochloride,1248-42-6,HE1ZA4ZBEX
DB15954,Strychnine nitrate,66-32-0,O642E96711
DB15954,Strychnine sulfate,60-41-3,FA486DV76S
DB15960,Troclosene sodium,2893-78-9,07M9U9U0LK
DB15968,Butropium bromide,29025-14-7,R3K4503MV7
DB15969,Carbazochrome sodium sulfonate,51460-26-5,J0I08M946E
DB15971,Clorotepine maleate,4789-68-8,M5Z1H0WN1S
DB15978,Parathiazine teoclate,34717-26-5,638RNV3D4A
DB15979,Homochlorcyclizine dihydrochloride,1982-36-1,M1YE3TK8NA
DB15980,Levocarnitine propionate hydrochloride,119793-66-7,12FW2YBF04
DB15982,Berotralstat hydrochloride,1809010-52-3,88SH1NBL2B
DB15990,Glycylglutamine monohydrate,172669-64-6,668A00JUHO
DB15991,Glycyltyrosine dihydrate,39630-46-1,269373P3AW
DB16004,Butedronate tetrasodium,97772-98-0,A200DNE4C6
DB16008,Nifekalant hydrochloride,130656-51-8,TPP5R0MDQS
DB16009,LX-7101 hydrochloride,1374644-80-0,S5G8WJ39X9
DB16010,Iseganan hydrochloride,244015-05-2,1AAO72P26F
DB16011,Levophencynonate hydrochloride,861655-73-4,MOI46704GT
DB16012,Celivarone fumarate,752253-75-1,GA9K2RD7NJ
DB16020,Ketocaine hydrochloride,1092-47-3,LM1ZPQ7AX0
DB16022,Thenyldiamine hydrochloride,958-93-0,7ZQC1892H9
DB16027,ABTL-0812 Sodium,,X1840C8161
DB16066,Ilacirnon sodium,1100319-36-5,X39CM70JTQ
DB16070,Zetomipzomib maleate,2170983-62-5,N0CK0R203F
DB16160,Tolinapant L-(+)-lactic acid,,
DB16183,Hematoporphyrin dihydrochloride,17696-69-4,O535A6S0T2
DB16199,Eplontersen sodium,,WSP2DHR2BD
DB16200,Iptacopan hydrochloride monohydrate,2447007-60-3,XW5CK7C6YH
DB16216,Lazertinib mesylate monohydrate,2411549-88-5,WUT449BEG5
DB16217,Leniolisib phosphate,1354691-97-6,3700M1H39Q
DB16226,Maralixibat chloride,228113-66-4,V78M04F0XC
DB16230,NSI-189 phosphate,1270138-41-4,HX0VO60T62
DB16236,Mitapivat sulfate,,N4JTA67V3O
DB16254,Nevanimibe hydrochloride,133825-81-7,TK694ZFS57
DB16330,Simurosertib hemihydrate,2135874-50-7,1E98KCJ6UB
DB16333,Sonlicromanol Hydrochloride,2162149-24-6,858M8246UL
DB16354,Avasopasem manganese,,
DB16390,Mobocertinib succinate,2389149-74-8,53QIA92ZEE
DB16567,Furaltadone hydrochloride,3759-92-0,37Q02H7JT2
DB16587,Sodium molybdate Mo-99,,7V4KUP966U
DB16619,Magnesium aspartate hydrochloride trihydrate,91198-22-0,B06NP3KG40
DB16623,Amidephrine mesylate,1421-68-7,S3IG39T94B
DB16627,Melphalan flufenamide hydrochloride,380449-54-7,3412470A0V
DB16628,Fosdenopterin hydrobromide,2301083-34-9,X41B5W735T
DB16629,Serdexmethylphenidate chloride,1996626-30-2,FN54BT298Y
DB16637,KW-2450,1360433-93-7,2TRH1EX32K
DB16650,Deucravacitinib hydrochloride,1609392-28-0,95C5558CF4
DB16652,Avotaciclib sulfate,1983984-04-8,0M760UF9EV
DB16652,Avotaciclib trihydrochloride,1983984-01-5,8O91L56L8V
DB16656,Zotiraciclib citrate,1204918-73-9,3VF50SU4RZ
DB16657,Vecabrutinib succinate,1947403-49-7,UCGZNSAOIG
DB16687,Reltecimod sodium,1943755-99-4,4F6G4PH43M
DB16699,Vutrisiran sodium,,28O0WP6Z1P
DB16703,Belumosudil mesylate,2109704-99-4,6MX7XE1M0U
DB16703,Belumosudil trifluoroacetate,1243152-02-4,LL4OG4RZ5D
DB16704,Durlobactam sodium,1467157-21-6,F78MDZ9CW9
DB16756,Ivarmacitinib sulfate,1639419-51-4,CN7B3Z5G04
DB16828,MK-2206 dihydrochloride,1032350-13-2,Q34I3E28IO
DB16828,MK-2206 monohydrochloride,1032349-77-1,4HA45S22ZZ
DB16837,Azasetron Besylate,2025360-91-0,UXP39EQ477
DB16837,Azasetron hydrochloride,123040-16-4,2BSS7XL60S
DB16848,ORY-1001 dihydrochloride,1431326-61-2,G02YXY861Q
DB16849,Mivavotinib citrate,1952251-25-0,6ZJ8V3Q0H1
DB16849,Mivavotinib hydrochloride,1952251-28-3,
DB16850,Tosufloxacin tosylate monohydrate,1400591-39-0,5L69LG8ZDQ
DB16868,Acesulfame potassium,55589-62-3,23OV73Q5G9
DB16889,Olanexidine hydrochloride hydrate,218282-71-4,R296398ALN
DB16891,ENMD-2076,1453868-32-0,KXQ762CQTH
DB16892,Sinomenine hydrochloride,6080-33-7,2J34HRJ45S
DB16895,GSK-2879552 dihydrochloride,1902123-72-1,
DB16897,NS8593 hydrochloride,875755-24-1,
DB16906,Bocidelpar sulfate,2095128-21-3,LWF2PR5DHD
DB16932,Icerguastat acetate,469866-31-7,JDD15DX7JF
DB16939,TAK-418,1818252-53-7,LVM0PK6IHG
DB16943,STX-107 dihydrochloride,,70QU352PWM
DB16944,ARM-210 hemifumarate,1467606-11-6,ZHR6WM1ADJ
DB16945,CDD-0102 hydrochloride,1196130-86-5,6P87MRR8OA
DB16950,BN-82451 hydrochloride,918656-59-4,210NPF5E6J
DB16954,Ezeprogind disulfate,1616671-13-6,7L8UKH84T0
DB16958,"L-Leucyl-L-Prolyl-L-Prolyl-L-Leucyl-L-Prolyl-L-Tyrosyl-L-Proline, Acetate",,
DB16965,PBT-434 Mesylate,,826P1VAG3U
DB16967,Enadoline hydrochloride,124439-07-2,086I9HO04E
DB16995,BGP-15,66611-37-8,RLN2GTG4YS
DB17024,Chelerythrine chloride,3895-92-9,
DB17025,Diphenyleneiodonium chloride,3895-92-9,7M9D81YZ2N
DB17027,GBR-12783 dihydrochloride,67469-75-4,
DB17028,GBR-12879 dihydrochloride,67469-45-8,0G7C81J7OM
DB17028,GBR-12879 dimesylate,77862-93-2,9B7G9F1T4T
DB17031,Homidium bromide,1239-45-8,059NUO2Z1L
DB17032,Indatraline hydrochloride,96850-13-4,
DB17033,JTC-801,244218-51-7,7I21WLZ2FP
DB17037,NNC-55-0396 dihydrochloride,357400-13-6,0A7CE46ERM
DB17043,PHA-767491 hydrochloride,845538-12-7,
DB17044,Phenylmercuric ammonium acetate,34604-38-1,272963SQX8
DB17050,RS-39604 hydrochloride,167710-87-4,22Z87M1U21
DB17051,SB-218078 hydrochloride,,
DB17052,SB 224289 hydrochloride,180084-26-8,RTX59ZSB74
DB17054,SKF-96365,130495-35-1,33BI32858P
DB17056,Spiperone hydrochloride,2022-29-9,
DB17060,U-0126-EtOH,1173097-76-1,
DB17062,Sepantronium bromide,781661-94-7,7H5Q4J1CM5
DB17064,ZM-39923 hydrochloride,1021868-92-7,
DB17083,Linzagolix choline,1321816-57-2,VHS6SC660Q
DB17097,Vorasidenib citrate,2316810-02-1,X478M962XG
DB17097,Vorasidenib citrate anhydrous,2316810-00-9,W4XG3EQK7B
DB17111,Dimethylaminomicheliolide fumarate,1582289-91-5,KM6239D2QV
DB17114,CT-179 dimesylate,,FG4454219O
DB17117,Seclidemstat mesylate,2044953-70-8,BD6N473ZLF
DB17118,Ivaltinostat phosphate,2173017-02-0,QA3Y8EZG57
DB17121,Lixumistat acetate,1422365-94-3,8MS59W493C
DB17129,Pelabresib monohydrate,1845726-14-8,306QR91I9R
DB17140,JNJ-28312141 hydrochloride,1149939-55-8,9M5069B3F8
DB17148,TH-9402,174230-05-8,RVY229824B
DB17149,Berubicin hydrochloride,293736-67-1,7BA3X03948
DB17150,Ukrain,138069-52-0,6251Q9UK1S
DB17159,Denfivontinib hydrochloride,1457983-33-3,01ZQ25VJAL
DB17161,99mTc-HYNIC (Tyr3)-octreotide trifluoroacetate,,
DB17170,"(R)-6-((3,3-Difluoro-1-Methylpiperidine-4-Yl)Oxy-N-(3-Ethynyl-2-Fluorophenyl)-7-Methoxyquinazolin-4-Amine Fumerate",,
DB17180,KX-2361 Besylate,1571072-87-1,A718CYC1N0
DB17197,AMG-900 bismesylate dihydrate,,E717YSV70L
DB17234,Bomedemstat ditosylate,1990504-72-7,2PYF2U9JNF
DB17236,ONO-7579 Mono-4-Toluenesulfonate,,
DB17247,Bisantrene hydrochloride,71439-68-4,74GNV897RO
DB17277,CBP-501 acetate,1829512-40-4,8HSP55450P
DB17289,L-arginine hydrochloride,32042-43-6,
DB17294,Pixofisiran sodium,,8QFS4BAH6H
DB17295,Lixadesiran sodium,,62204K0Y95
DB17298,Disufenton sodium,168021-79-2,7M1J3HN9VO
DB17307,IKT-001 Mesylate,,
DB17342,tetradonium bromide,1119-97-7,8483H94W1E
DB17382,AUM-601 hemi-oxalate,2750540-45-3,P3TD57J553
DB17383,FN-1501 Sesquihydrate,,
DB17385,Lipotecan hydrochloride,,
DB17395,3D-185,,
DB17408,Borocaptate sodium,12448-24-7,Q99U4EH59F
DB17410,Vodudeutentan sodium,2364572-10-9,AAY8R26VDX
DB17516,BMX-001,1379783-91-1,MIJ02RO47F
DB17582,Exarafenib hydrochloride,,5RHX544GEH
DB17613,Anaritide acetate,104595-79-1,EGV6V52K6N
DB17615,PXL-770,2422001-64-5,414C1D1T0T
DB17624,Cyclocreatine phosphate,61839-19-8,754W1VSR5W
DB17631,Exaluren sulfate,,
DB17635,Nedosiran sodium,,EGR9KYM536
DB17662,Mavodelpar sodium,1604815-32-8,XRP79L5C2X
DB17692,Vamifeport hydrochloride,2095668-11-2,9DV8VO33JX
DB17693,Amotosalen hydrochloride,161262-45-9,67B255SI5F
DB17706,"Sodium 2,2-Dimethylbutyrate",3934-02-9,XKM99SPB5I
DB17804,N-9-Methoxynonyldeoxynojirimycin hydrochloride,1333144-07-2,R3Y2198MRP
DB17919,CPP-115,760947-97-5,0285I2MVUA
DB17933,Lexanersen sodium,2223673-42-3,RV6BTB6SX2
DB17938,PMX-205 acetate,,7P258240O5
DB17965,Tilorone Hydrochloride,27591-69-1,BJ507J4LKY
DB17988,Ivospemin tetrahydrochloride,259657-09-5,2RKV12BBA7
DB18003,APT-101 hydrochloride,,
DB18013,Udonitrectag L-lysine,1458063-51-8,6C16I5288U
DB18017,Bersiporocin hydrochloride,2241808-53-5,Q1X50E5QJL
DB18019,LY3295668 Erbumine,,
DB18022,AVA-4746 sodium,1206054-55-8,TGC4U44G07
DB18024,ICG-001 methane sulfonic acid,,
DB18036,3-(3-(6-Guanidino-1-oxoisoindolin-2yl)propanamido)-3-(pyridine-3yl)propanoic acid dihydrochloride,1445774-05-9,BJM92K3NGH
DB18038,Buloxibutid sodium,,Y151F1Q61I
DB18051,LDN-193189 monohydrochloride,1062368-62-0,PLH51K438W
DB18057,Golidocitinib hemi-ethyl acetate solvate,2091135-65-6,NS94P621A0
DB18064,Fidrisertib sesquisuccinate,2505077-09-6,WU1JNY62EH
DB18066,NM-004 disodium,,QS757J8N0F
DB18079,Larsucosterol sodium,1174047-40-5,71A5JOPBE8
DB18081,Crozbaciclib fumarate,,EA0UN3NLN3
DB18082,SEL-24 hydrochloride,,1Z0H0278DB
DB18083,INS-018_055 acetate,,6X7X6H7YDC
DB18088,Roginolisib hemifumarate,1621688-31-0,W8JCY5F7F3
DB18089,Visomitin,934826-68-3,7B14500J3E
DB18090,Fostroxacitabine bralpamide hydrochloride,2416950-25-7,UT9O7QSO74
DB18096,Encaleret sulfate,1214922-52-7,7CKZ1Y8K70
DB18106,Icapamespib dihydrochloride,2267287-26-1,Y0CQ2DGP7R
DB18107,SEL-120,1609452-30-3,SDM3M518PJ
DB18109,TP-3654 hydrochloride,1418143-09-5,D7A0W431TR
DB18110,Nesuparib monocitrate,,5GB5K3SD5Y
DB18115,Golcadomide hydrochloride,2639939-36-7,488383336A
DB18120,EP-0042 fumarate,2699074-89-8,4MJB6Z5H4F
DB18126,Vipoglanstat hydrogensulfate,,
DB18151,Mocravimod hydrochloride,509088-69-1,3YH0N35CE3
DB18152,Zilurgisertib fumarate dihydrate,2173390-29-7,1R349830SB
DB18153,ENA-001 hydrogen sulfate,1380342-00-6,T9I273EQ99
DB18155,ESK981 tosylate,901128-79-8,
DB18171,KTX-1001 D-tartrate,,
DB18203,Cudetaxestat sodium,2051449-64-8,6FZL38CMV9
DB18214,Ibutamoren mesylate,159752-10-0,R90JB6QJ2B
DB18216,Cavrotolimod sodium,,Y50W8NUZ1O
DB18236,(R)-9b mesylate,2255306-73-9,
DB18252,Pralmorelin hydrochloride,158827-34-0,R4AVR27MM8
DB18268,TAK-075,667931-33-1,N9LP5QC07K
DB18297,KF-1601 dihydrochloride,,5MWF2X9XSZ
DB18299,SPH-4336,2765997-88-2,9X8U786V5T
DB18300,Lirafugratinib hydrochloride,2688040-45-9,4P76F4XM3B
DB18310,Recilisib sodium,922139-31-9,1068SXU525
DB18314,Valemetostat tosylate,1809336-93-3,6N79I7X5II
DB18390,DPM-1001 maleate,,L9WM369CNT
DB18408,BR-007 sodium,,UK2SRR5EMV
DB18409,Fobrepodacin sodium,1536471-76-7,JX82N6UWU3
DB18464,Esuberaprost Sodium,152695-53-9,6C8TLD4Q9K
DB18481,Rucosopasem manganese,,FW5T90VM32
DB18509,Sodium arsenite,,
DB18510,KUS-121,,92Q3DLG6TH
DB18510,KUS-121 dihydrate,2603172-24-1,79A6RUR6P3
DB18511,AP-001 sodium,1450804-35-9,Q34CI1V0J6
DB18515,Revumenib citrate,2761046-45-9,YL4RYN734D
DB18515,Revumenib sesquifumarate,2169919-22-4,75HI05N8HS
DB18536,Sodium luminolate,20666-12-0,KFG2PZR7UX
DB18588,Denatonium acetate monohydrate,,YE84H43CRF
DB18712,Berdazimer sodium,1846565-00-1,ORT9SID4QY
DB18745,Safusidenib erbumine,1898207-64-1,9J2M48GC2M
DB18746,Ocifisertib fumarate,1616420-30-4,09OB3E5QTD
DB18751,Donidalorsen sodium,2304701-45-7,Y30VEG5PH1
DB18752,Indotecan hydrochloride,1228035-68-4,M806X3659K
DB18768,Yimitasvir phosphate,1959593-63-5,7HJK69JC34
DB18794,Trazpiroben maleate,,
DB18847,Deuruxolitinib phosphate,2147706-60-1,8VJ43S4LCM
DB19023,"Chiglitazar sodium, (S)-",2390374-10-2,YN12H6OCV6
DB19109,Isuzinaxib hydrochloride,1395946-75-4,Q99G5ZE5U5
DB19126,R906289 sodium,,NY79N95ME2
DB19138,Suplatast tosilate,94055-76-2,C9J89787U1
DB19172,Emoxypine succinate,127464-43-1,2R985002CT
DB19177,PXS-4728A,1478364-68-9,6W2049SJPH
DB19306,XK-469,157434-99-6,G6S5600O0D
DB19325,Sofpironium bromide,1628106-94-4,7B2Y1932XU
DB19353,Benzgalantamine gluconate,1542321-58-3,LN7PMJ4P57
DB19358,Chlorisondamine chloride,69-27-2,7B58W7756G
DB19358,Chlorisondamine iodide,96750-66-2,
DB19367,Tiphenamil hydrochloride,548-68-5,4OQ4SP44R2
DB19370,Methylhexanamine hydrochloride,13803-74-2,
DB19380,Parethoxycaine Hydrochloride,136-46-9,414P5USJ7F
DB19381,AZACYCLONOL HYDROCHLORIDE,1798-50-1,4BXX0XNP9R
DB19383,Pentapiperium hydrogen sulfate,15803-80-2,LPS8X8CJ4E
DB19383,Pentapiperium methylsulfate,7681-80-3,Y8B7PF4062
